diplomacy	<div>dɪplóʊməsi<br></div>外交	
redeemable	<div>rɪdíːməbl<br></div>（現金や商品と）交換可能な	
streamline	<div>ˈstriˌmlaɪn<br></div>合理化する、簡略化する	
insulation	<div>ìnsəléɪʃən<br></div>（名）（音、熱、電気等を）防ぐこと<div><br></div><div>A&nbsp;house&nbsp;with&nbsp;good&nbsp;insulation&nbsp;keeps&nbsp;in the&nbsp;heat.<br></div><div>ちゃんと断熱した家は熱を逃さない。<br></div>	
intact	<div>[ɪntˈækt]</div>傷がない	
turnover	<div>tə'rnòuvər<br></div>離職率、（一定期間の）売上高<div><br></div><div>reduce&nbsp;the&nbsp;labor&nbsp;turnover</div><div>労働者の転職率を下げる<br></div>	
deteriorate	<div>dɪtí(ə)riərèɪt<br></div>（自）悪化する<div>（他）悪化させる</div>	
sturdy	<div>stˈɚːdi<br></div>頑丈な、丈夫な	
adverse	<div>ædvˈɚːs<br></div>（形）有害な、不利な、反対する<div><br></div><div>adverse conditions<br>不利な条件<br></div>	
bearer	<div>bé(ə)rɚ<br></div>（名）（小切手やクーポンなどの）持参人	
unprecedented	<div>`ʌnprésədènṭɪd<br></div>前例のない	
commensurate	<div>kəméns(ə)rət</div>（形）釣り合った、比例した、見合った<div><br></div><div>The number of&nbsp;his&nbsp;books&nbsp;is&nbsp;commensurate&nbsp;with that&nbsp;of a&nbsp;town&nbsp;library.</div><div>彼の蔵書量は町の図書館のそれと同じだ。<br></div>	
consecutive	<div>kənsékjʊṭɪv<br></div>（形）連続した、引き続く<div><br></div><div>consecutive&nbsp;holidays<br></div><div>連休</div>	
deliberation	<div>dɪlìbəréɪʃən<br></div>熟考	
discreetly	<div>dɪˈskritli<br></div>分別を持って、思慮深く	
entail	<div>entéɪl<br></div>（動）必要とする、〜を伴う<div><br></div><div>What does this&nbsp;move&nbsp;entail?</div><div>この移動は何を伴いますか？<br></div>	
fluctuation	<div>fl`ʌktʃuéɪʃən<br></div>変動	
foremost	<div>fˈɔɚmòʊst<br></div>最高の、トップの	
imperative	<div>ɪmpérəṭɪv<br></div>急を要する、非常に重要な	
meticulously	<div>mʌˈtɪkjʌlʌsli<br></div><div>細心の注意を払って、几帳面に、綿密に<br></div>	
outreach	<div>ˈaʊˌtritʃ<br></div>福祉活動、支援活動	
<div>tenure<br></div>	<div>[ténjɚ]<br></div>（名）在職期間、（財産・地位などの）保有	
versatile	<div>vˈɚːsəṭl<br></div>多才な	
alleviate	<div>[əlíːvièɪt]</div>（動）和らげる、軽減する	
exemplary	<div>egzémpləri<br></div>（形）模範的な<div><br></div><div>exemplary&nbsp;conduct</div><div>模範的な行為<br></div>	
gala	<div>géɪlə<br></div>祝祭、祭り	
mural	<div>mjˈʊ(ə)rəl<br></div>（名）壁画<div>（形）壁の</div>	
proprietor	<div>prəprάɪəṭɚ<br></div>オーナー、所有者	
stagnant	<div>stˈægnənt<br></div>（形）停滞した、よどんだ、活気がない	
stringent	<div>stríndʒənt<br></div>（形）非常に厳しい、厳格な	
testimonial	<div>[tèstəmóʊniəl]</div>（名）証明書、推薦文、推薦の声	
turnout	<div>tə'rnàut<br></div>（名）参加者数、来場者数	
waive	<div>wéɪv<br></div>（動）（権利や条件を）放棄する、差し控える、適用しない<div><br></div><div>Hanako&nbsp;will&nbsp;waive&nbsp;her&nbsp;inheritance&nbsp;from her father.<br></div><div>花子は父の遺産について相続放棄するつもりだ。<br></div>	
faucet	<div>fˈɔːsɪt<br></div>（名）蛇口	
amendment	<div>əmén(d)mənt<br></div>（名）改正、修正	
consolidate	<div>kənsάlədèɪt<br></div>（動）統合する<div><br></div><div>consolidate&nbsp;two&nbsp;companies&nbsp;into one</div><div>二つの会社を一つに統合する<br></div>	
vigorous	<div>víg(ə)rəs<br></div>（形）活気のある、精力的な<div><br></div><div>vigorous&nbsp;in&nbsp;body&nbsp;and&nbsp;in mind</div><div>心身ともに壮健な<br></div>	
retreat	<div>[rɪtríːt]</div>（名）研修旅行、休養する場所、憩いの場<div>（動）退却する、後退する</div>	
custodian	<div>kʌstóʊdiən<br></div>管理人、守衛	
impending	<div>ɪmpéndɪŋ<br></div>間近に迫った、差し迫った	
itemize	<div>άɪṭəmὰɪz<br></div>項目別にする	
liaison	<div>[líːəzὰn]</div>連絡係、連絡	
objectionable	<div>əbdʒékʃ(ə)nəbl<br></div>不快な、気に障る	
repave	<div>rɪpéɪv<br></div>再舗装する	
shortcoming	<div>ˈʃɔˌrtkʌmɪŋ<br></div>欠点、短所	
viable	<div>vάɪəbl<br></div>実行可能な	
memorabilia	<div>mèmərəbíliə<br></div>記念品、思い出の品	
deplete	<div>dɪplíːt<br></div>使い果たす、激減させる	
jeopardy	<div>dʒépɚdi<br></div>危機、危険	
nominal	<div>nάmənl<br></div>（名）ほんのわずかの、（成長率などが）名目の<div><br></div><div>a&nbsp;nominal&nbsp;fee</div><div>わずかな料金<br></div>	
deviate	<div>díːvièɪt</div>（動）それる、逸脱する、外れる<div><br></div><div>deviate&nbsp;from&nbsp;the standard</div><div>標準からはずれる</div>	
forfeit	<div>fˈɔɚfɪt</div>（動）没収される、剥奪される<div>（名）罰金、犠牲</div><div><br></div><div>He&nbsp;forfeited&nbsp;payment&nbsp;by&nbsp;a&nbsp;breach of&nbsp;the&nbsp;contract.</div><div>彼は契約違反によって支払いを受ける権利を失った。<br></div>	
bolster	<div>bóʊlstɚ<br></div>（動）強化する、補強する、鼓舞する<div>（名）支え</div><div><br></div><div>bolster&nbsp;(up)&nbsp;an&nbsp;argument with&nbsp;new&nbsp;evidence</div><div>新たな証拠で論を補強する<br></div>	
purveyor	<div>pərvéiər<br></div>供給業者、販売業者	
raffle	<div>rˈæfl<br></div>福引	
ventilation	<div>vènṭəléɪʃən<br></div>換気、風通し	
unwavering	<div>`ʌnwéɪv(ə)rɪŋ<br></div>ゆるがぬ、断固とした	
in for a treat	もうすぐ楽しいことがある<div><br></div><div>You are in for a treat.</div><div>もうすぐいいことあるよ。</div>	
live up to	（期待、要求などに）応える<div><br></div><div>live up to person's expectation</div><div>人の期待に応える</div>	
null and void	<div>nˈʌl<br></div>無効の	
out of shape	体調が万全ではない	
run into	〜と出くわす、〜と衝突する、〜の状態に陥る	
spare no expense	<div>spéɚ<br></div>費用を惜しまない	
work ethic	<div>éθɪk<br></div>勤労意欲	
deliberate（形と動）	<div>dɪlíb(ə)rət<br></div>（形）故意の、慎重な<div>（動）熟考する</div>	
depreciate	<div>dɪpríːʃièɪt<br></div>（価値などが）下がる、減価償却する	
lodge（動詞の意味は？）	<div>lάdʒ<br></div>（動）（苦情・反対などを）提出する、申し立てる、宿泊する<div>（名）ロッジ、旅館</div>	
file for	申請する、申し込む	
adopt（採用する以外の意味）	<div>ədάpt<br></div>（動）養子にする	
toast（パンのトースト以外）	<div>tóʊst<br></div>（名）乾杯<div>（動）乾杯する</div>	
affordable	<div>əfˈɔɚdəbl<br></div>（形）手頃な価格の	
insistent	<div>[ɪnsístənt]</div>譲らない、しつこい	
necessitate	<div>nɪsésətèɪt<br></div>必要とする、やむなく〜させる	
resumption	<div>rɪzˈʌm(p)ʃən<br></div>（名）再開、回復<div><br></div><div>Are you&nbsp;anxiously&nbsp;awaiting&nbsp;the&nbsp;resumption&nbsp;of school?<br></div><div>あなたは学校の再開を待ち望んでいますか。<br></div>	
utter	<div>ˈʌṭɚ<br></div>（動）口に出す、声に出す<div>（形）まったくの、完全な</div>	
prophesy	<div>prάfəsὰɪ</div>（動）予言する	
impeach	<div>ɪmpíːtʃ<br></div>（動）弾劾する、告発する、問いただす<div><br></div><div>The&nbsp;mayor&nbsp;was&nbsp;impeached&nbsp;for&nbsp;bribery.<br>市長は収賄で告発された。<br></div>	
embezzle	<div>embézl<br></div>横領する	
gauge	<div>発音 [géɪdʒ]</div>（動）（長さなどを）測定する<div>（名）標準寸法、計量器</div>	
adjourn	<div>ədʒˈɚːn<br></div>（動）（会議を）休会とする、延期する	
reckon	<div>rék(ə)n<br></div>憶測する、ざっと計算する、思う	
withhold	<div>wɪθhóʊld<br></div>（動）保留する、天引きする<div><br></div><div>withhold&nbsp;consent</div><div>承諾を差し控える<br></div>	
negligence	<div>néglɪdʒəns<br></div>（名）怠慢、過失<div><br></div><div>negligence&nbsp;of&nbsp;one's duty</div><div>職務怠慢<br></div>	
mediator	<div>míːdiəṭɚ<br></div>仲裁人	
evade	<div>ɪvéɪd<br></div>（動）逃れる、回避する<div><br></div><div>evade&nbsp;an&nbsp;enemy<br>敵からのがれる<br></div>	
apprise	<div>əprάɪz<br></div>（動）知らせる、通知する	
render（描写する以外）	<div>réndɚ<br></div>提供する、与える	
depict	<div>dɪpíkt<br></div>描写する、叙述する	
scrutinize	<div>skrúːṭənὰɪz<br></div>綿密に調べる	
set off	始動する、作動する	
embark on	<div>ɪmbάɚk<br></div>〜に乗り出す、〜を開始する	
affection	<div>əfékʃən<br></div>（名）愛情、影響<div>※愛情の意味でよく使われる</div><div><br></div><div><div><div>his&nbsp;affection&nbsp;for his wife</div><div>彼の妻への愛情</div></div></div>	
allure	<div>əlˈʊɚ<br></div>（動）魅惑する、そそのかす<div>（名）魅惑</div><div><br></div><div><div><div>He&nbsp;was&nbsp;allured&nbsp;by&nbsp;her voice.</div><div>彼は彼女の声に魅惑された。</div></div></div>	
entice	<div>entάɪs<br></div>（動）誘う、誘惑する<div><br></div><div>The man&nbsp;enticed&nbsp;the girl&nbsp;away from&nbsp;home.<br>その男は少女をそそのかして家出させた。<br></div>	
promulgate	<div>[prάməlgèɪt]</div>（動）公布する	
diffuse	<div>dɪfjúːz<br></div>（他）広める、（光などを）発散する<div>（自）広がる</div>	
cite	<div>sάɪt<br></div>例証する、引用する	
excel	<div>eksél<br></div>（動）より優れている、抜きん出る	
penetrate	<div>pénətrèɪt</div>（動）貫通する、浸透する<div><br></div><div>A&nbsp;bullet&nbsp;penetrated&nbsp;his chest.<br>弾丸が彼の胸部を貫通した。<br></div>	
allot	<div>[əlάt]</div>（動）（仕事・時間などを）割り当てる、分配する	
defer	<div>dɪfˈɚː<br></div>（動）（予定などを）延ばす、延期する<div><br></div><div><div><div>defer&nbsp;one's&nbsp;departure for&nbsp;a week</div><div>1週間出発を延ばす</div></div></div>	
presume	<div>prɪzúːm<br></div>推定する、想像する	
allude	<div>əlúːd<br></div>（動）ほのめかす、それとなく言う	
exemplify	<div>ɪgzémpləfὰɪ<br></div>（動）例証する	
comprise	<div>kəmprάɪz<br></div>（動）〜より成る、含む<div><br></div><div>The United States comprises fifty states.</div><div>合衆国は50州から成る。</div>	
incite	<div>ɪnsάɪt</div>（動）けしかける、扇動する<div><br></div><div>She&nbsp;incited&nbsp;them&nbsp;to&nbsp;strike.</div><div>彼女は彼らを扇動してストライキを行なわせた.<br></div>	
ailing	<div>[ˈelɪŋ]</div>疲弊した、病気の	
provoke	<div>prəvóʊk<br></div>誘う、（怒り・笑いなどを）呼び起こす	
provocative	<div>prəvάkəṭɪv</div>（形）挑発的な、物議をかもす<div><br></div><div>a&nbsp;provocative&nbsp;comment<br></div><div>人を怒らせる論評<br></div>	
refurbish	<div>rìːfˈɚːbɪʃ<br></div>（家などを）改装する、修理調整する	
dispatch	<div>dɪspˈætʃ<br></div>派遣する、発送する	
thrive	<div>θrάɪv<br></div>（動）繁栄する、成功する、（植物が）生い茂る<div><br></div><div>Our&nbsp;business&nbsp;is&nbsp;thriving&nbsp;with&nbsp;good&nbsp;management.<br>私たちの仕事は管理がいいので順調である。<br></div>	
tardiness	<div>ˈtɑrdinʌs<br></div>（名）遅刻<div><br></div><div>I&nbsp;apologize for&nbsp;my&nbsp;tardiness.<br></div><div>今日は遅くなり失礼しました。<br></div>	
stipulate	<div>[stípjʊlèɪt]</div>（動）（法律や契約として）規定する、明記する、要求する<div><br></div><div>The&nbsp;material is&nbsp;not of&nbsp;the&nbsp;stipulated&nbsp;quality.</div><div>その材料は契約どおりの品質のものではない。<br></div>	
suck	<div>sˈʌk<br></div>吸う、吸い込む	
mingle	<div>míŋgl<br></div>（他）混ぜる<div>（自）交流する</div>	
amalgamate	<div>[əmˈælgəmèɪt]</div>合併する、融合する	
overstate	<div>ˌoʊ.vɚˈsteɪt<br></div>（動）誇張して話す	
classy	<div>klˈæsi<br></div>高級な、おしゃれな	
persevere	<div>p`ɚːsəvíɚ</div>（動）根気よくやり通す<div><br></div><div>He&nbsp;persevered&nbsp;with his work.<br>彼は仕事を我慢強くやり通した<br></div>	
tolerant	<div>tάl(ə)rənt<br></div>（形）寛大な	
compelling	<div>kʌˈmpɛlɪŋ<br></div>強制的な、説得力のある	
coerce	<div>koʊˈɚːs<br></div>（動）強制して〜させる、威圧する<div><br></div><div>They&nbsp;coerced&nbsp;her into&nbsp;signing&nbsp;the&nbsp;contract.</div><div>彼らは無理に彼女にその契約書に署名させた。<br></div>	
allege	<div>əlédʒ</div>（動）申し立てをする、（証拠なしに）主張する<div><br></div><div>She&nbsp;alleged&nbsp;his guilt.<br>彼女は彼は有罪だと主張した<br></div>	
deductive	<div>dɪdˈʌktɪv<br></div>演繹的な	
abide by	（法律などを）遵守する	
repeal	<div>rɪpíːl<br></div>（動）（法律などを）無効にする、取り消す<div>（名）無効、破棄、廃止</div><div><br></div><div>repeal&nbsp;a&nbsp;contract<div>契約を無効にする</div></div>	
abolish	<div>[əbάlɪʃ]</div>（動）廃止する、根絶する	
confiscate	<div>kάnfɪskèɪt</div>（動）押収する、没収する<div><br></div><div>to&nbsp;confiscate&nbsp;another's&nbsp;property<br></div><div>財産を取り上げる<br></div>	
appropriate（動詞の意味は？）	<div>əpróʊprièɪt<br></div>（動）着服する、私物化する<div>（形）適当な</div>	
take effect	発効する	
flatter	<div>flˈæṭɚ<br></div>（動）お世辞を言う、おだてる	
raze	<div>réɪz<br></div>（動）取り壊す、破壊する<div><br></div><div>The&nbsp;houses&nbsp;were&nbsp;razed&nbsp;to the&nbsp;ground&nbsp;by the&nbsp;earthquake.</div><div>家々はその地震で地面にくずれ落ちた。<br></div>	
dismantle	<div>dìsmˈænṭl<br></div>分解する、解体する	
retrieve	<div>rɪtríːv<br></div>回収する、（情報などを）検索する	
overthrow	<div>òʊvɚθróʊ<br></div>（動）（政権などを）転覆させる	
override	<div>ˈəʊ.vəraɪd<br></div>（動）無視する、拒否する、くつがえす	
ascribe	<div>əskrάɪb<br></div>（動）（to以下に）帰する、（to以下の）せいにする	
envisage	<div>[envízɪdʒ]</div>（他）心に描く、予測する	
vex	<div>véks<br></div>（動）いらいらさせる、怒らせる<div><br></div><div>I've&nbsp;been&nbsp;vexed with&nbsp;him.<br>私は彼に腹を立てている。<br></div>	
exasperate	<div>ɪgzˈæspərèɪt<br></div>（動）怒らせる、立腹させる<div><br></div><div>He&nbsp;was&nbsp;exasperated&nbsp;at the&nbsp;negligence&nbsp;of the&nbsp;officials.</div><div>彼は役人の怠慢に腹を立てた。<br></div>	
eradicate	<div>ɪrˈædəkèɪt<br></div>（病気・社会問題などを）根絶する	
dismiss	<div>dɪsmís<br></div>（動）解散させる、解雇する	
dismissal	<div>dɪsmísl<br></div>（名）解散、解雇、却下<div><br></div><div>a letter&nbsp;of&nbsp;dismissal<br></div><div>解雇状</div>	
abandon	<div>əbˈændən<br></div>（動）見捨てる、断念する<div>※abundant（əbˈʌndənt）は「豊富な」</div>	
diminish	<div>dɪmínɪʃ<br></div>減少させる	
pharmaceutical	<div>[fὰɚməsúːṭɪk(ə)l]</div>医薬品の	
take shelter	<div>ʃéltɚ<br></div>避難する	
vacate	<div>[véɪkeɪt]</div>（動）明け渡す	
relinquish	<div>rɪlíŋkwɪʃ<br></div>（動）放棄する、断念する、緩める<div><br></div><div>relinquish&nbsp;one's&nbsp;claim</div><div>要求を放棄する<br></div>	
preside	<div>[prɪzάɪd]</div>統括する、議長を務める	
detain	<div>dɪtéɪn<br></div>拘束する、引き留める	
detention	<div>dɪténʃən<br></div>拘束	
tap（軽く叩く以外の意味）	<div>tˈæp<br></div>利用する、開発する	
reprimand	<div>[réprəm`ænd]</div>（動）（業務上で）叱責する<div>（名）叱責</div>	
rebuke	<div>rɪbjúːk<br></div>（動）強く非難する、叱責する<div><br></div><div>The president&nbsp;rebuked&nbsp;his&nbsp;secretary&nbsp;for&nbsp;misplacing&nbsp;important&nbsp;papers.</div><div>社長は重要な書類を置き違えたと言って秘書をしかりつけた。<br></div>	
venture	<div>véntʃɚ<br></div>（他）思い切って〜する<div>（自）思い切って試みる</div>	
err	<div>éɚ<br></div>間違う、ミスを犯す	
errant	<div>[érənt]</div>（形）逸脱した、遍歴する<div><br></div><div>errant&nbsp;child<div>道を踏み外した子ども</div></div>	
culminate	<div>kˈʌlmənèɪt<br></div>（動）ついに（ある状態に）達する、（祭典などが）最高潮に達する<div><br></div><div><div><div>His&nbsp;efforts&nbsp;culminated&nbsp;in&nbsp;success.</div><div>彼の努力はついに成功となって実を結んだ。</div></div></div>	
pertain	<div>pɚtéɪn</div>（自）〜に付属する、関係する<div><br></div><div>Your&nbsp;arguments&nbsp;do not&nbsp;pertain&nbsp;to the&nbsp;subject.<br></div><div>君の議論はこの問題とは関係がない<br></div>	
jeopardize	<div>ˈdʒɛpɝˌdaɪz<br></div>危うくする、危険に晒す、台無しにする	
imperil	<div>ɪmpérəl<br></div>危険に晒す	
pertinent	<div>pˈɚːtənənt<br></div>（形）適切な、関連する<div><br></div><div>Your answer&nbsp;is not&nbsp;pertinent&nbsp;to the&nbsp;question.</div><div>君の答はその質問には適切でない。<br></div>	
indigenous	<div>ɪndídʒənəs</div>（形）原産の、土着の<div><br></div><div>indigenous&nbsp;people</div><div>先住民<br></div>	
plausible	<div>plˈɔːzəbl<br></div>（形）もっともらしい、まことしやかな<div><br></div><div>His&nbsp;explanation&nbsp;seemed&nbsp;plausible&nbsp;enough.<br></div><div>彼の説明は十分にもっともらしくみえた。<br></div>	
indispensable	<div>ìndɪspénsəbl<br></div>必要不可欠な	
cutthroat	<div>ˈkʌˌtθrot<br></div>熾烈な、弱肉強食の	
conspicuous	<div>kənspíkjuəs<br></div>（形）著名な、人目を引く、はっきり見える	
focal	<div>[fóʊk(ə)l]</div>（形）焦点の当たった、重要な	
reciprocal	<div>rɪsíprək(ə)l<br></div>互恵的な、相補的な	
prone	<div>próʊn<br></div>（形）〜しがちな、うつぶせの	
susceptible	<div>səséptəbl<br></div>影響されやすい、感染しやすい	
generosity	<div>dʒènərάsəṭi<br></div>寛大（な行為）	
benevolent	<div>[bənévələnt]</div>情け深い、優しい	
decency	<div>díːsnsi</div>（名）品位、良識<div><br></div><div>ordinary&nbsp;decency<br></div><div>普通の良識<br></div>	
indecent	<div>ìndíːsnt<br></div>不作法な、下品な	
suffice	<div>səfάɪs</div>（動）充分である、足りる<div><br></div><div>Two meals a day&nbsp;suffice&nbsp;an&nbsp;old&nbsp;man.</div><div>老人は&nbsp;1 日&nbsp;2&nbsp;食で十分だ。<br></div>	
forthcoming	<div>f`ɔɚθkˈʌmɪŋ<br></div>来たるべき、近づきつつある	
adept	<div>ədépt<br></div>（形）熟練した、精通した	
industrious	<div>[ɪndˈʌstriəs]</div>勤勉な、熱心な	
interim	<div>[ínṭərɪm]</div>当座の、仮の	
provisional	<div>prəvíʒ(ə)nəl<br></div>（形）仮の、臨時の<div><br></div><div><div><div>a&nbsp;provisional&nbsp;treaty</div><div>仮条約</div></div></div>	
makeshift	<div>ˈmeɪkˌʃɪft<br></div>間に合わせの、代用の	
premature	<div>prìːmət(j)ˈʊɚ<br></div>未成熟の、時期尚早の	
immature	<div>[ìmət(j)ˈʊɚ]</div>未成熟の、未完成の	
posh	<div>pάʃ<br></div>（形）贅沢な、豪華な、おしゃれな<div><br></div><div>a&nbsp;posh&nbsp;hotel</div><div>豪華なホテル<br></div>	
plush	<div>plˈʌʃ<br></div>豪華な、おしゃれな	
upscale	<div>ˈʌˌpskel<br></div>（形）上層階層向けの、豪華な	
lucrative	<div>lúːkrəṭɪv</div>（形）儲かる、得な<div><br></div><div>a&nbsp;lucrative&nbsp;job</div><div>金になる仕事<br></div>	
tertiary	<div>tˈɚːʃièri<br></div>（形）第三の	
budget（形容詞の意味は？）	<div>bˈʌdʒɪt<br></div>（形）安価な、お得な<div>（名）予算</div><div>（動）予算に計上する</div>	
elastic	<div>ɪlˈæstɪk<br></div>（形）弾力性のある、融通の利く<div><br></div><div><div><div>an elastic&nbsp;band</div><div>輪ゴム</div></div></div>	
telecommute	<div>ˈtɛlʌkʌˌmjut<br></div>在宅勤務をする	
corporate ladder	出世の階段、組織の階層	
indifferent	<div>ɪndíf(ə)rənt<br></div>（形）無関心な、冷淡な、どうでもよい	
lukewarm	<div>lúːkwˈɔɚm<br></div>（形）無関心な、生ぬるい、いいかげんな	
terrific	<div>tərífɪk<br></div>素晴らしい、ものすごい	
fabulous	<div>fˈæbjʊləs<br></div>すばらしい、信じられないほどの	
apprehensive	<div>`æprɪhénsɪv</div>（形）心配な、懸念して	
subjective	<div>səbdʒéktɪv<br></div>主観的な	
subject（形容詞の意味は？）	<div>sˈʌbdʒɪkt<br></div>（形）〜を被りやすい、〜次第である<div>（動）服従させる、（嫌な目に）あわせる</div><div>（名）主題、主語、対象</div>	
sensual	<div>sénʃuəl<br></div>（形）肉感的な、体に感じる<div><br></div><div>sensual&nbsp;appeal<div>官能的魅力</div></div>	
perpetual	<div>pɚpétʃuəl<br></div>（形）終身の、永続する	
acute	<div>əkjúːt<br></div>（形）激しい、急性の	
low-key	控えめな、（感情などを）抑えた	
compulsory	<div>kəmpˈʌls(ə)ri<br></div>義務的な、強制的な	
obligatory	<div>[əblígət`ɔːri]</div>義務的な、強制的な	
serial	<div>sí(ə)riəl<br></div>（形）連続する、連載の、連番の<div>（名）連載</div>	
intense	<div>ɪnténs</div>（形）激しい、情熱的な<div><br></div><div>intense&nbsp;heat</div><div>酷暑<br></div>	
intensify	<div>ɪnténsəfὰɪ<br></div>（他）強める、激化する<div>（自）強くなる</div>	
ardent	<div>άɚdnt<br></div>（形）熱心な、情熱的な	
outlying	<div>ˈaʊˌtlaɪɪŋ<br></div>（形）辺鄙な、枝葉末節の	
juror	<div>dʒˈʊ(ə)rɚ<br></div>陪審員	
notorious	<div>noʊtˈɔːriəs<br></div>悪名高い	
abound	<div>əbάʊnd<br></div>（自）（場所などに）たくさんある	
bona fide	<div>ˈbonʌ&nbsp;faɪd<br></div>正真正銘の、善意の	
phony	<div>fóʊni<br></div>にせの、偽りの	
terse	<div>tˈɚːs<br></div>（形）簡潔な、簡明な<div><br></div><div>terse&nbsp;reply<div>簡潔な返答</div></div>	
frail	<div>fréɪl<br></div>（形）虚弱な、もろい	
flimsy	<div>flímzi<br></div>（形）もろい、見え透いた	
ensuing	<div>ˈɛnsuɪŋ<br></div>次の、続いて起こる	
cozy	<div>kóʊzi<br></div>（形）居心地の良い、温かい雰囲気の<div><br></div><div>a&nbsp;cozy&nbsp;little&nbsp;restaurant</div><div>居心地のよいこぢんまりしたレストラン<br></div>	
impeccable	<div>ɪmpékəbl<br></div>（形）欠点のない、非の打ち所がない	
impeccably	<div>ɪmpékəbli<br></div>（副）申し分なく	
unparalleled	<div>`ʌnpˈærəlèld<br></div>無比の、前代未聞の	
municipality	<div>mjuːnìsəpˈæləṭi<br></div>地方自治体	
myriad	<div>míriəd<br></div>無数の、おびただしい	
antagonistic	<div>ænt`ægənístɪk</div>（形）対立する、敵対する<div><br></div><div>Their&nbsp;views&nbsp;are&nbsp;antagonistic&nbsp;to&nbsp;each other.<br></div><div>二人の説は相いれぬ<br></div>	
averse	<div>əvˈɚːs<br></div>（形）反対して、嫌って<div><br></div><div><div><div>She's&nbsp;averse&nbsp;to&nbsp;our plan.</div><div>彼女は我々の計画に反対している。</div></div></div>	
bustling	<div>ˈbʌsʌlɪŋ<br></div>（形）活気のある、にぎわいのある、忙しそうな	
hectic	<div>héktɪk<br></div>猛烈に忙しい	
superfluous	<div>[sʊpˈɚːfluəs]</div>余分な、不必要な	
deputy	<div>[dépjʊṭi]</div>代理の、副〜	
filthy	<div>fílθi<br></div>（形）不潔な、わいせつな、下品な<div><br></div><div>The&nbsp;kitchen&nbsp;is&nbsp;absolutely&nbsp;filthy.</div><div>台所はよごれほうだいだ。<br></div>	
dispensable	<div>dɪspénsəbl<br></div>〜なしで済ませられる	
allegedly	<div>əlédʒɪdli<br></div>伝えられるところによると	
presumably	<div>prizúːməbli<br></div>おそらく、思うには	
high-profile	人目を引く、知名度の高い	
top-notch	<div>nάtʃ<br></div>一流の、最高の	
stunning	<div>ˈstʌnɪŋ<br></div>びっくりするような、素晴らしい	
irrevocable	<div>[ìrévəkəbl]</div>（形）解約不能の、取り返しのつかない	
allegiance	<div>əlíːdʒəns</div>（名）忠誠（心）、忠実<div><br></div><div><div><div>an oath&nbsp;of&nbsp;allegiance</div><div>忠誠の誓い</div></div></div>	
opportunistic	"<div>ɑ:pɜ:ˌtu:ˈnɪstɪk<br></div>日和見主義の（<span style=""color: rgb(34, 34, 34);"">形勢をうかがって、どちらでも自分の都合のよい方につこうとする態度をとること</span>）"	
at hand	目前に迫った、手近に<div><br></div><div>Christmas&nbsp;is at hand.</div><div>クリスマスが近づいた。<br></div>	
calling（呼ぶこと以外）	天職、強い衝動	
proceedings（手続き以外の意味は？）	<div>pɹəˈsiːd.ɪŋz<br></div>議事録、手続き、手順	
ambience	<div>ˈæmbiəns<br></div>（名）雰囲気、環境<div><br></div><div>a&nbsp;pleasant&nbsp;ambience<br></div><div>楽しい雰囲気<br></div>	
break out	勃発する、（突然）始まる<div><br></div><div><div><div>A fire&nbsp;broke out&nbsp;in a&nbsp;neighborhood store&nbsp;last&nbsp;night.</div><div>昨夜近所の店に火事があった。</div></div></div>	
pal	<div>pˈæl<br></div>仲間、友人	
seduction	<div>sɪdˈʌkʃən</div>（名）誘惑、そそのかし<div><br></div><div>the&nbsp;seductions&nbsp;of&nbsp;city life</div><div>都市生活の魅力<br></div>	
lure	<div>lˈʊɚ<br></div>（名）魅力、引きつけるもの<div>（動）誘惑する</div><div><br></div><div>the&nbsp;lure&nbsp;of&nbsp;adventure</div><div>冒険の魅力<br></div>	
penchant	<div>péntʃənt</div>（名）傾向、強い好み<div><br></div><div>He&nbsp;has a&nbsp;penchant&nbsp;for old&nbsp;books.</div><div>彼は古書が大好きだ。<br></div>	
remuneration	<div>[rɪmjùːnəréɪʃən]</div>報酬、給与	
dispute	<div>dɪspjúːt</div>（名）論争<div>（動）論争する</div><div><br></div><div>a&nbsp;long&nbsp;dispute about&nbsp;the&nbsp;ownership&nbsp;of the&nbsp;land<br>土地の所有権をめぐる長い論争<br></div>	
posture	<div>pάstʃɚ<br></div>姿勢、態度	
apparatus	<div>[`æpərˈæṭəs]</div>（一揃いの）器具、機構	
aide	<div>[éɪd]</div>補佐官、側近	
lane	<div>léɪn<br></div>小道、（道路の）車線	
kinship	<div>ˈkɪˌnʃɪp<br></div>血縁関係、親族、関連	
phenomenal	<div>fənάmənl<br></div>たぐいまれな、並外れた、自然現象の	
pastime	<div>pˈæstὰɪm<br></div>娯楽、気晴らし	
disturbance	<div>dɪstˈɚːb(ə)ns<br></div>（名）混乱、騒ぎ、不安<div><br></div><div>to cause&nbsp;a&nbsp;disturbance<br></div><div>騒動を起こす<br></div>	
mandate	<div>mˈændeɪt<br></div>（名）権限、信認、命令<div>（動）委任統治領にする、権限を与える</div><div><br></div><div>The&nbsp;party&nbsp;has a&nbsp;mandate&nbsp;to&nbsp;implement&nbsp;these policies.</div><div>その政党にこれらの政策を実施する権限がある。<br></div>	
impediment	<div>ɪmpédəmənt<br></div>障害、妨げ<div><br></div><div>have a&nbsp;speech&nbsp;impediment<br></div><div>言語障害がある</div>	
pending（「未解決の」以外の意味）	<div>péndɪŋ<br></div>目前に迫った	
